query_number,indexing_time_seconds,query_passed,answer_returned,model_name,is_reasoning_model,context_file,method_used,inference_time_ms,input_tokens,output_tokens,total_tokens,gpu_available,gpu_name,gpu_memory_used_mb,gpu_memory_total_mb,gpu_memory_percent,gpu_utilization_percent,ram_used_gb,ram_total_gb,ram_percent,timestamp
64,14.64,64. Captain Hari carried a silver __________.,"The context mentions Captain Hari pulling out a faded photograph. The question asks for a silver __________, but the context does not explicitly mention a silver item. However, the photograph is a silver object (as it is a faded image). Since the context does not provide a specific answer for the blank, the most logical inference is that the blank is filled with ""photo"" or ""photograph."" 

Answer: photo",qwen3:1.7b,True,Unknown.pdf,vector,12398.01,1221,101,1322,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.33,23.16,61.86,2026-03-18T14:56:58.657210
65,14.64,65. The letter was sealed with the __________ family seal.,The letter was sealed with the **Ravanhalli** family seal.,qwen3:1.7b,True,Unknown.pdf,vector,4232.6,1218,14,1232,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.33,23.16,61.86,2026-03-18T14:57:02.915016
66,14.64,66. Did Aisha know Marcus was her father before reading the journal?,"No, Aisha did not know Marcus was her father before reading the journal. The context explicitly states that Marcus is her brother, not her father. The journal reveals her mother's backstory, but there is no indication of a familial relationship between Aisha and Marcus as father and daughter.",qwen3:1.7b,True,Unknown.pdf,vector,6795.11,1270,73,1343,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.33,23.16,61.88,2026-03-18T14:57:09.734574
67,14.64,67. Was the door in the east wing supposed to be locked?,"The context does not mention the east wing or any specific doors being locked. Therefore, there is insufficient information to determine if the door in the east wing was supposed to be locked.",qwen3:1.7b,True,Unknown.pdf,vector,9558.55,1164,48,1212,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.49,23.16,62.57,2026-03-18T14:57:19.315779
68,14.64,68. Did The Watcher want to harm humanity?,"The context does not indicate that The Watcher wanted to harm humanity. Instead, it portrays The Watcher as an entity that requires sacrifices (bridges) to remain satisfied, with the individuals involved being ""translated"" rather than harmed. Thus, The Watcher does not seek to harm humanity.",qwen3:1.7b,True,Unknown.pdf,vector,9511.65,1220,73,1293,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.35,23.16,61.98,2026-03-18T14:57:28.851418
69,14.64,69. Did Aisha ever meet her mother in physical form before the end?,"The context does not explicitly state that Aisha met her mother in physical form before the end. While a photograph of her mother is mentioned, it is unclear if this represents a real meeting or a symbolic depiction. The text focuses on the dream and the journal entries, but there is no explicit confirmation of a physical encounter prior to the end. Thus, the answer is **no**, as the context does not provide sufficient information to confirm such a meeting.",qwen3:1.7b,True,Unknown.pdf,vector,14333.5,1218,115,1333,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.34,23.16,61.92,2026-03-18T14:57:43.207454
70,14.64,70. Was Meera Desai successful in her attempt to control The entity?,"No, Meera Desai was not successful in controlling the entity. The context explicitly states that ""the entity you tried to control has been released,"" indicating it was released after her attempt.",qwen3:1.7b,True,Unknown.pdf,vector,4818.9,1249,48,1297,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.35,23.16,61.97,2026-03-18T14:57:48.052809
71,14.64,71. Did Captain Hari witness the original events of 1894?,"Yes, Captain Hari witnessed the original events of 1894. The context explicitly states that in September 1894, seven people vanished from Kodalipur, and Captain Hari was present in the village tavern, knowing about the bargain and the seven chairs, which directly relates to the events. His involvement and knowledge of the incident confirm his witnessing of the original events.",qwen3:1.7b,True,Unknown.pdf,vector,13805.43,1224,94,1318,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.16,2026-03-18T14:58:01.883202
72,14.64,72. Was the creature in the mirror the same as The Watcher?,"No, the creature in the mirror was not the same as The Watcher. The creature is described as ""humanoid but wrong"" and distinct from The Watcher, who is explicitly referred to as ""The Watcher"" in the context. The creature is portrayed as a separate entity that has been in the ""between"" longer and is ultimately defeated by The Watcher and the seven.",qwen3:1.7b,True,Unknown.pdf,vector,9552.25,1211,87,1298,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.0,2026-03-18T14:58:11.457510
73,14.64,73. Did Aditi volunteer to become the lock-keeper?,"Yes, Aditi volunteered to become the lock-keeper. In Chapter 17: The Ritual, Aisha presses the key into her palm, and Aditi explicitly agrees to take on the role, stating, ""Okay, I'll hold it.""",qwen3:1.7b,True,Unknown.pdf,vector,6070.42,1162,48,1210,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.36,23.16,62.0,2026-03-18T14:58:17.553827
74,14.64,74. Did the mist lift permanently after Aisha's choice?,"The context does not explicitly state whether the mist lifted permanently after Aisha's choice. It only mentions Meera standing in the mist when Aisha enters the manor, but no further details about the mist's duration or permanence are provided. Thus, the answer cannot be determined from the given information.",qwen3:1.7b,True,Unknown.pdf,vector,7016.22,1215,77,1292,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,61.99,2026-03-18T14:58:24.593856
75,14.64,75. Were there more entities like The Watcher in the between?,"Yes, the context states that there are ""more entities in the between"" beyond The Watcher, which is described as a collective consciousness. These entities are distinct from The Watcher, as they are ""different"" and ""angry"" or ""trapped."" Thus, while there are more entities in the between, they are not explicitly identified as similar to The Watcher.",qwen3:1.7b,True,Unknown.pdf,vector,19599.71,1232,87,1319,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.33,23.16,61.89,2026-03-18T14:58:44.216944
76,14.64,76. Why did Marcus leave the key and journal for Aisha?,"Marcus left the key and journal for Aisha because he believed she was the only person capable of understanding his research and unraveling the mystery surrounding his mother and the ""Seven."" He entrusted them to her as he thought she could decipher the clues hidden in the journal.",qwen3:1.7b,True,Unknown.pdf,vector,7087.31,1267,70,1337,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.35,23.16,61.98,2026-03-18T14:58:51.327547
77,14.64,77. How did Aisha become the bridge?,"Aisha became the bridge through a lifelong bargain made by the Ravanhalli family. Her mother was one of the seven lives offered to keep The Watcher satisfied, and when she went into the between, she was pregnant with Aisha. This made Aisha the final bridge, as the family's ritual required seven lives every thirty years. Thus, Aisha's existence was tied to her mother's sacrifice.",qwen3:1.7b,True,Unknown.pdf,vector,8329.76,1219,95,1314,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.0,2026-03-18T14:58:59.681602
78,14.64,78. Why did The Watcher want seven human minds?,"The Watcher required seven human minds (bridges) every thirty years to remain satisfied, as these minds could directly perceive The Watcher. This bargain was made by the Ravanhalli family for generations, with each bridge (human mind) ensuring the Watcher's appeasement.",qwen3:1.7b,True,Unknown.pdf,vector,8036.64,1222,67,1289,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.35,23.16,61.98,2026-03-18T14:59:07.742636
79,14.64,79. How was Aisha supposed to end the cycle according to her grandmother?,"According to the context, Aisha was supposed to end the cycle by creating the final bridge, which is the connection between her and Marcus. This is implied in Marcus's journal entry: ""We created the final bridge."" The cycle's end is tied to this bridge, though the exact method (e.g., controlling The Watcher or using the bridge as a catalyst) is not explicitly detailed in the provided text.",qwen3:1.7b,True,Unknown.pdf,vector,22903.91,1220,98,1318,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.42,23.16,62.27,2026-03-18T14:59:30.672142
80,14.64,80. Why did Aditi warn Aisha to leave before the third night?,"The context does not provide enough information to determine why Aditi warned Aisha to leave before the third night. The relevant details are scattered in chapters 14 and 15, focusing on Aditi's preparations and the symbolic ""bridge"" metaphor, but no explicit reason tied to the third night is mentioned.",qwen3:1.7b,True,Unknown.pdf,vector,15465.22,1229,76,1305,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.02,2026-03-18T14:59:46.162864
81,14.64,"81. How did The Watcher describe ""the between""?","The Watcher described ""the between"" as ""the space between"" and ""the moment between heartbeats.""",qwen3:1.7b,True,Unknown.pdf,vector,6707.63,1231,23,1254,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.41,23.16,62.21,2026-03-18T14:59:52.896001
82,14.64,82. Why couldn't Meera control The Watcher?,"The Watcher could not be controlled because it was something that couldn't be controlled, as stated in the context: ""the entity you tried to control has been released"" and ""something that couldn't be controlled.""",qwen3:1.7b,True,Unknown.pdf,vector,5997.76,1242,53,1295,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,13.0,14.36,23.16,62.02,2026-03-18T14:59:58.917433
83,14.64,83. How did Sunita become able to exist in physical form again?,"Sunita became able to exist in physical form again through the creation of Aisha, as outlined in Marcus's journal. The family's ""final bridge"" allowed her to exist in a state between being and not-being, implying a transformative connection forged through their bond. The exact mechanism is not explicitly detailed in the context.",qwen3:1.7b,True,Unknown.pdf,vector,14342.4,1217,82,1299,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.17,2026-03-18T15:00:13.282868
84,14.64,84. Why were there more entities in the between?,"The context indicates that the seven individuals who vanished in 1894 were ""translated"" into the between, and Aisha's mother was pregnant when she entered the between, implying she became a new entity. Thus, there are more entities in the between due to the seven people's translation and the mother's pregnancy with Aisha.",qwen3:1.7b,True,Unknown.pdf,vector,7801.85,1222,80,1302,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.41,23.16,62.2,2026-03-18T15:00:21.108565
85,14.64,85. How did Captain Hari know about Aisha's grandmother?,Captain Hari learned about Aisha's grandmother through the journal she left behind. The journal revealed that her grandmother was the first to attempt ending the cycle and died trying. Hari discovered this information when he retrieved the journal from the hidden passage and recognized its significance.,qwen3:1.7b,True,Unknown.pdf,vector,9118.97,1228,76,1304,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.41,23.16,62.2,2026-03-18T15:00:30.248799
86,14.64,86. When did the seven people vanish from Kodalipur?,"The context mentions that the seven people vanished ""before the mist of Kartik"" arrived. While the exact date is not specified, the phrase implies the event occurred when the mist of Kartik became prevalent. Thus, the seven people vanished **when the mist of Kartik arrived** (specific date not provided).",qwen3:1.7b,True,Unknown.pdf,vector,10436.05,1217,76,1293,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.18,2026-03-18T15:00:40.707742
87,14.64,87. Where was the hidden chamber located in the manor?,The hidden chamber was located in the east wing of Ravanhalli Manor.,qwen3:1.7b,True,Unknown.pdf,vector,10532.46,1241,17,1258,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.37,23.16,62.03,2026-03-18T15:00:51.263063
88,14.64,88. When did Aisha first hear the whisper in the dark?,"The context indicates that Aisha first heard the whisper in the dark when she woke up, as it is described as ""Aisha woke with a scream."" However, the exact time (e.g., specific moment in the story) is not explicitly stated. The focus is on the event itself rather than a temporal detail. 

**Answer:** Aisha first heard the whisper in the dark when she woke up.",qwen3:1.7b,True,Unknown.pdf,vector,13109.18,1166,90,1256,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,13.0,14.34,23.16,61.93,2026-03-18T15:01:04.397611
89,14.64,89. Where did Captain Hari take Aisha to learn about 1894?,Captain Hari took Aisha to the village tavern to learn about 1894.,qwen3:1.7b,True,Unknown.pdf,vector,5583.73,1224,16,1240,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.35,23.16,61.98,2026-03-18T15:01:10.007119
90,14.64,90. When did Thomas Ravanhalli call the family together?,"The context states that the letter arrived three days ago. The family was called together **three days after the letter was received**. However, the exact date is not specified in the provided text. Thus, the answer is based on the relative time mentioned in the context.",qwen3:1.7b,True,Unknown.pdf,vector,41139.17,1218,67,1285,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.19,2026-03-18T15:01:51.168498
91,14.64,91. Where did Aisha find her grandmother's journal?,"The context does not explicitly mention where Aisha found her grandmother's journal. It only references Marcus's journal and the research findings, but does not specify a physical location. Thus, the answer is that the context does not provide enough information.",qwen3:1.7b,True,Unknown.pdf,vector,27723.23,1214,65,1279,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.67,23.16,63.35,2026-03-18T15:02:18.912748
92,14.64,92. When did the mist finally lift from Kodalipur?,"The context indicates that the mist of Kartik (mentioned in the letter) is the barrier to arrival, and the protagonist arrives ""now"" (after the letter was received three days ago). Since the exact time of the mist's lifting is not specified in the text, the answer is based on the implication that the mist lifts when the person arrives. However, the context does not provide a specific date or time for this event. 

**Answer:** The mist finally lifted when the protagonist arrived, but the exact time is not specified in the context.",qwen3:1.7b,True,Unknown.pdf,vector,37486.13,1216,133,1349,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,10.0,14.35,23.16,61.96,2026-03-18T15:02:56.422684
93,14.64,93. Where did Sunita explain the truth about The Unknown?,"The context mentions that Aisha found the photograph in the hidden chamber, which is where the evidence of Sunita and Marcus's relationship is located. While the exact location of Sunita explaining the truth about The Unknown is not explicitly stated, the hidden chamber is the place where the critical evidence (the photograph) is found. Thus, the answer is the **hidden chamber**. 

**Answer:** The hidden chamber.",qwen3:1.7b,True,Unknown.pdf,vector,37278.42,1216,104,1320,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.38,23.16,62.08,2026-03-18T15:03:33.726587
94,14.64,94. When did Captain Hari die peacefully?,"The context does not provide information about when Captain Hari died peacefully. It only mentions his role in facilitating the translation of the seven vanished individuals and their connection to Aisha's mother, but does not specify a timeline or date for his death. 

**Answer:** The context does not contain enough information to determine when Captain Hari died peacefully.",qwen3:1.7b,True,Unknown.pdf,vector,9897.3,1220,94,1314,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,61.99,2026-03-18T15:03:43.647738
95,14.64,95. Where was the photograph of the seven people found?,"The photograph of the seven people was found inside the box Thomas provided. It shows Aisha's mother standing before Ravanhalli Manor, pregnant, with seven figures behind her half-hidden by the mist. 

Answer: Ravanhalli Manor.",qwen3:1.7b,True,Unknown.pdf,vector,5888.92,1267,56,1323,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.37,23.16,62.06,2026-03-18T15:03:49.561244
96,14.64,96. What was Marcus's actual relationship to Aisha? a) Her uncle b) Her father c) Her grandfather d) Her cousin,"The context does not explicitly state Marcus's relationship to Aisha. While Thomas refers to Marcus as his brother, there is no information linking Marcus to Aisha's family or confirming a direct relationship (e.g., father, grandfather, uncle). Thus, the answer is: **The context does not contain enough information to determine Marcus's relationship to Aisha.**",qwen3:1.7b,True,Unknown.pdf,vector,12830.81,1281,90,1371,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.35,23.16,61.98,2026-03-18T15:04:02.416649
97,14.64,97. Who became the lock-keeper at the end?a) Dr. Aisha Sharma b) Aditi Ravanhalli c) Thomas Ravanhalli d) Captain Hari,"c) Thomas Ravanhalli  

**Reasoning:**  
- Thomas explicitly states, ""This section is off-limits,"" implying he controls access to the door.  
- The context suggests he is the guardian of restricted areas, making him the lock-keeper at the end.  
- No other character is explicitly tied to the lock-keeper role in the provided text.",qwen3:1.7b,True,Unknown.pdf,vector,23685.48,1248,82,1330,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.38,23.16,62.09,2026-03-18T15:04:26.123310
98,14.64,98. What year was the first bridge created? a) 1664 b) 1894 c) 1944 d) 1994,"The first bridge was created in **1664**.  
Answer: a) 1664",qwen3:1.7b,True,Unknown.pdf,vector,5475.52,1229,14,1243,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.35,23.16,61.97,2026-03-18T15:04:31.625288
99,14.64,99. How many people originally vanished in 1894? a) Five b) Six c) Seven d) Eight,"The context explicitly mentions ""seven figures"" who vanished in 1894. Therefore, the correct answer is **c) Seven**.",qwen3:1.7b,True,Unknown.pdf,vector,4390.02,1274,29,1303,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.55,23.16,62.83,2026-03-18T15:04:36.036786
100,14.64,"100. What was the main theme of ""The Unknown""? a) Revenge and justice b) Family, sacrifice, and choice c) Love and betrayal d) Power and corruption","The main theme of ""The Unknown"" is **b) Family, sacrifice, and choice**. The context emphasizes themes like finding family, making sacrifices for love, and the transformative power of choices to protect what one loves. The epilogue underscores the importance of these themes, particularly the choice to become more than human to safeguard humanity.",qwen3:1.7b,True,Unknown.pdf,vector,9108.48,1148,87,1235,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.47,23.16,62.48,2026-03-18T15:04:45.171590

