query_number,indexing_time_seconds,query_passed,answer_returned,model_name,is_reasoning_model,context_file,method_used,inference_time_ms,input_tokens,output_tokens,total_tokens,gpu_available,gpu_name,gpu_memory_used_mb,gpu_memory_total_mb,gpu_memory_percent,gpu_utilization_percent,ram_used_gb,ram_total_gb,ram_percent,timestamp
68,11.93,68. Did The Watcher want to harm humanity?,"Based on the context, The Watcher wanted to protect humanity through his bargains and translations of minds.

Answer: Yes, The Watcher wanted to protect humanity by creating bridges or translating their minds.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12237.25,1220,52,1272,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.59,2026-03-18T15:25:11.377425
69,11.93,69. Did Aisha ever meet her mother in physical form before the end?,"Yes, Aisha met her mother in physical form twice. In the first part of Chapter 9, she found her mother with Marcus. In the same chapter's second part, they were present together as well.

Answer: Yes, Aisha met her mother in physical form twice.",deepseek-r1:1.5b,True,Unknown.pdf,vector,13842.71,1218,61,1279,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.52,2026-03-18T15:25:25.240811
70,11.93,70. Was Meera Desai successful in her attempt to control The entity?,"Meera Desai successfully released the entity after realizing it couldn't be controlled, as indicated by her inability to ""control something vast"" before its release and her belief in Aditi's words about it being over.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10525.6,1249,54,1303,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.58,2026-03-18T15:25:35.786081
71,11.93,71. Did Captain Hari witness the original events of 1894?,"Yes, Captain Hari witnessed the original events of 1894 in Chapter 7 and Chapter 8.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8231.21,1224,20,1244,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.51,2026-03-18T15:25:44.040767
72,11.93,72. Was the creature in the mirror the same as The Watcher?,"Yes, the creature in the mirror is the same as The Watcher. They both appear and interact with Aditi and Aisha throughout the story.

Answer: Yes, the creature in the mirror is the same as The Watcher.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9276.26,1211,50,1261,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.5,2026-03-18T15:25:53.340348
73,11.93,73. Did Aditi volunteer to become the lock-keeper?,"No, Aditi did not volunteer to become the lock-keeper. She chose someone through her decision.

Answer: No, Aditi did not volunteer.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12643.15,1162,33,1195,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.23,23.16,61.46,2026-03-18T15:26:06.004416
74,11.93,74. Did the mist lift permanently after Aisha's choice?,"The mist didn't lift permanently after Aisha's choice because there is no evidence in the context to suggest that it did. The mist was present during their time together and might have been causing an issue, but its permanent lifting wasn't discussed.

Answer: No, the mist didn't lift permanently after their choice as the context doesn't provide information about the mist's state post-choice.",deepseek-r1:1.5b,True,Unknown.pdf,vector,15263.56,1215,98,1313,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.29,23.16,61.7,2026-03-18T15:26:21.289202
75,11.93,75. Were there more entities like The Watcher in the between?,"Yes, there were more entities like The Watcher in the ""between.""",deepseek-r1:1.5b,True,Unknown.pdf,vector,7653.54,1232,16,1248,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.29,23.16,61.71,2026-03-18T15:26:28.960785
76,11.93,76. Why did Marcus leave the key and journal for Aisha?,"Marcus left the key and journal in the box for Aisha to access his research, believing she could understand it.

Answer: Marcus left the key in the box so Aisha could access his research.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9219.26,1267,46,1313,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.54,2026-03-18T15:26:38.203477
77,11.93,77. How did Aisha become the bridge?,"Aisha became the bridge because she was the last remaining person after seven individuals vanished from Kodalipur in 1894.

Answer: Aisha became the bridge as the last person left after seven individuals vanished, making her the final survivor and thus the bridge.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12430.39,1219,66,1285,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.53,2026-03-18T15:26:50.656410
78,11.93,78. Why did The Watcher want seven human minds?,"The Watcher wanted seven human minds because they were part of a group striving for protection by sharing consciousness, as described in the context.

Answer: The Watcher wanted seven human minds to achieve protection through shared consciousness.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11347.51,1222,61,1283,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.56,2026-03-18T15:27:02.027505
79,11.93,79. How was Aisha supposed to end the cycle according to her grandmother?,"Aisha was guided by her grandmother to understand that the bridge created in Chapter 9 should be broken, ending their cycle as they were once bound by love.

Answer: Aisha was supposed to end the cycle by breaking the bridge created between Sunita and Marcus, symbolizing the end of their once-loved relationship.",deepseek-r1:1.5b,True,Unknown.pdf,vector,15928.58,1220,78,1298,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.55,2026-03-18T15:27:17.978480
80,11.93,80. Why did Aditi warn Aisha to leave before the third night?,"Aditi warned Aisha to leave before the third night because midnight is coming, and they'll be facing an event tied to the passage leading there, likely on the third night.

Answer: Aditi warned Aisha to leave before the third night because midnight is coming, and they'll be facing an event tied to the passage leading there, likely on the third night.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11508.6,1229,88,1317,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.59,2026-03-18T15:27:29.509360
81,11.93,"81. How did The Watcher describe ""the between""?","The Watcher describes ""the between"" as the moment between heartbeats.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9840.31,1231,17,1248,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.57,2026-03-18T15:27:39.370767
82,11.93,82. Why couldn't Meera control The Watcher?,"Meera couldn't control The Watcher because she attempted to manipulate or find a method to control an entity that had been released, unable to be controlled herself.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11789.31,1242,41,1283,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.53,2026-03-18T15:27:51.181954
83,11.93,83. How did Sunita become able to exist in physical form again?,"Sunita became able to exist in physical form again because she was part of Marcus's creation after their marriage, allowing Marcus to establish a new connection that removed her physical limitations.

Answer: Sunita could exist in physical form again because it was part of Marcus's creation following their marriage.",deepseek-r1:1.5b,True,Unknown.pdf,vector,17380.2,1217,79,1296,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.27,23.16,61.61,2026-03-18T15:28:08.584057
84,11.93,84. Why were there more entities in the between?,"In Chapter 7, when Captain Hari was found, it was noted that a group of seven people had vanished from Kodalipur over a single week. This indicates that more entities existed in the between as they were part of the group that went missing.

Answer: In Chapter 7, Captain Hari was found after a group of seven individuals vanished, suggesting there were more entities present in the between.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12956.67,1222,97,1319,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.55,2026-03-18T15:28:21.562759
85,11.93,85. How did Captain Hari know about Aisha's grandmother?,"Captain Hari observed Sunita's mother in the photograph before his arrival, revealing the connection to Aisha's grandmother.

Answer: Captain Hari saw Sunita's mother in the photograph before his arrival, indicating he knew about Aisha's grandmother.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8584.64,1228,62,1290,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.55,2026-03-18T15:28:30.168853
86,11.93,86. When did the seven people vanish from Kodalipur?,"The seven people vanished from Kodalipur while Aisha Sharma was traveling to Ravanhalli Manor.

Answer: The seven people vanished from Kodalipur during Aisha's journey to Ravanhalli Manor.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7576.75,1217,47,1264,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.57,2026-03-18T15:28:37.769007
87,11.93,87. Where was the hidden chamber located in the manor?,"The hidden chamber is the box left by Aisha in Thomas' study, which contains his research.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8600.98,1241,22,1263,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.56,2026-03-18T15:28:46.392367
88,11.93,88. When did Aisha first hear the whisper in the dark?,"Aisha first heard the whisper in the dark when Dr. Meera Desai spoke to her, ""Mom?""",deepseek-r1:1.5b,True,Unknown.pdf,vector,10600.32,1166,20,1186,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.52,2026-03-18T15:28:57.013929
89,11.93,89. Where did Captain Hari take Aisha to learn about 1894?,"Captain Hari was taken to the village tavern in Chapter 7: Captain Hari's Tale.

Answer: Captain Hari was taken to the village tavern.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7209.49,1224,33,1257,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.27,23.16,61.62,2026-03-18T15:29:04.244897
90,11.93,90. When did Thomas Ravanhalli call the family together?,"Thomas Ravanhalli called the family together to collect Dr. Aisha Sharma, who was returning from Kodalipur Station.

Answer: Thomas Ravanhalli called the family together to collect Dr. Aisha Sharma at Ravanhalli Manor.",deepseek-r1:1.5b,True,Unknown.pdf,vector,13108.61,1218,54,1272,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.27,23.16,61.61,2026-03-18T15:29:17.376453
91,11.93,91. Where did Aisha find her grandmother's journal?,"The photograph containing Sunita and Marcus is found in the hidden chamber of the manor, which is where Aisha searches for her grandmother's journal.

Answer: The photograph with Sunita and Marcus is located in the hidden chamber of the manor.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9676.66,1214,60,1274,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.58,2026-03-18T15:29:27.072945
92,11.93,92. When did the mist finally lift from Kodalipur?,"The mist did not lift from Kodalipur as it was already present during their journey.

Answer: The mist did not lift from Kodalipur as it was already present during their journey.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9806.36,1216,44,1260,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.54,2026-03-18T15:29:36.902882
93,11.93,93. Where did Sunita explain the truth about The Unknown?,"Sunita explained the truth about The Unknown in Chapter 9 when she was with Marcus. She revealed that they were bound by blood before love, leading to their creation of the final bridge.

Answer: Sunita explained the truth about The Unknown in Chapter 9 when she was with Marcus.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10557.17,1216,69,1285,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.59,2026-03-18T15:29:47.481234
94,11.93,94. When did Captain Hari die peacefully?,Captain Hari died peacefully in September 1894.,deepseek-r1:1.5b,True,Unknown.pdf,vector,8763.91,1220,11,1231,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.59,2026-03-18T15:29:56.268413
95,11.93,95. Where was the photograph of the seven people found?,"The photograph was found at Ravanhalli Manor.

Answer: The photograph was found at Ravanhalli Manor.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7055.01,1267,25,1292,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.32,23.16,61.82,2026-03-18T15:30:03.346711
96,11.93,96. What was Marcus's actual relationship to Aisha? a) Her uncle b) Her father c) Her grandfather d) Her cousin,"The context does not explicitly state Marcus's relationship with Aisha, so no definitive answer can be provided.

Answer: No definitive information is available in the context to determine Marcus's relationship with Aisha.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9518.12,1281,55,1336,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.32,23.16,61.83,2026-03-18T15:30:12.884989
97,11.93,97. Who became the lock-keeper at the end?a) Dr. Aisha Sharma b) Aditi Ravanhalli c) Thomas Ravanhalli d) Captain Hari,"The provided context does not mention Thomas becoming a lock-keeper. Therefore, based on the given information, none of the options are correct.

Answer: None of the options are correct.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11475.44,1248,46,1294,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.28,23.16,61.67,2026-03-18T15:30:24.382692
98,11.93,98. What year was the first bridge created? a) 1664 b) 1894 c) 1944 d) 1994,"The first bridge was created in **1894**.

Answer: b) 1894",deepseek-r1:1.5b,True,Unknown.pdf,vector,10415.48,1229,14,1243,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.76,2026-03-18T15:30:34.821195
99,11.93,99. How many people originally vanished in 1894? a) Five b) Six c) Seven d) Eight,"The passage mentions ""The Seven,"" which are characters from a story or book, indicating that there were seven people who vanished in 1894.

Answer: c) Seven",deepseek-r1:1.5b,True,Unknown.pdf,vector,6199.71,1274,39,1313,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.75,2026-03-18T15:30:41.043991
100,11.93,"100. What was the main theme of ""The Unknown""? a) Revenge and justice b) Family, sacrifice, and choice c) Love and betrayal d) Power and corruption","The main theme of ""The Unknown"" is family, sacrifice, and choice.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7817.15,1148,16,1164,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.34,23.16,61.93,2026-03-18T15:30:48.884683
